Time 	VolPulse	BloodFlow	ECG	
10.720	-1.750	-3.999	-16.700	
10.725	-1.760	-3.619	-23.900	
10.730	-1.770	-3.489	-16.900	
10.735	-1.780	-3.730	-5.900	
10.740	-1.790	-3.639	-13.400	
10.745	-1.800	-3.493	-41.300	
10.750	-1.810	-3.745	-40.500	
10.755	-1.820	-3.822	-28.100	
10.760	-1.830	-3.622	-21.600	
10.765	-1.840	-3.788	-25.200	
10.770	-1.850	-4.003	-32.600	
10.775	-1.860	-3.764	-19.300	
10.780	-1.870	-3.683	-32.300	
10.785	-1.880	-3.848	-49.000	
10.790	-1.890	-3.587	-32.500	
10.795	-1.900	-3.300	-6.200	
10.800	-1.910	-3.486	70.200	
10.805	-1.920	-3.526	263.400	
10.810	-1.930	-3.311	544.900	
10.815	-1.940	-3.456	742.400	
10.820	-1.940	-3.644	754.200	
10.825	-1.950	-3.401	645.300	
10.830	-1.960	-3.332	410.900	
10.835	-1.970	-3.618	110.800	
10.840	-1.980	-3.597	-51.100	
10.845	-1.990	-3.521	-51.800	
10.850	-2.000	-3.826	-25.700	
10.855	-2.010	-3.863	-29.500	
10.860	-2.020	-3.505	-50.300	
10.865	-2.020	-3.436	-73.300	
10.870	-2.030	-3.395	-78.300	
10.875	-2.040	-2.938	-79.800	
10.880	-2.040	-2.719	-79.400	
10.885	-2.050	-2.919	-70.500	
10.890	-2.050	-2.855	-78.400	
10.895	-2.060	-2.801	-75.100	
10.900	-2.060	-3.213	-70.500	
10.905	-2.070	-3.409	-48.100	
10.910	-2.080	-3.263	-20.100	
10.915	-2.080	-3.464	-66.400	
10.920	-2.090	-3.698	-92.300	
10.925	-2.100	-3.502	-52.400	
10.930	-2.110	-3.476	-30.500	
10.935	-2.120	-3.686	-44.900	
10.940	-2.130	-3.459	-57.100	
10.945	-2.130	-3.162	-52.400	
10.950	-2.140	-3.343	-37.300	
10.955	-2.150	-3.404	-12.100	
10.960	-2.150	-3.241	-16.500	
10.965	-2.160	-3.504	-39.800	
10.970	-2.170	-3.799	-39.900	
10.975	-2.180	-3.621	-33.000	
10.980	-2.180	-3.596	-28.000	
10.985	-2.190	-3.832	-7.100	
10.990	-2.200	-3.698	-1.800	
10.995	-2.210	-3.537	2.100	
11.000	-2.220	-3.803	22.800	
11.005	-2.230	-3.783	5.800	
11.010	-2.230	-3.273	1.600	
11.015	-2.240	-2.893	23.200	
11.020	-2.240	-2.202	54.000	
11.025	-2.240	-0.524	72.100	
11.030	-2.230	1.586	59.700	
11.035	-2.200	3.838	80.500	
11.040	-2.170	6.605	90.600	
11.045	-2.120	9.318	96.800	
11.050	-2.060	11.352	111.200	
11.055	-1.980	13.266	104.100	
11.060	-1.900	15.114	119.500	
11.065	-1.820	16.165	139.600	
11.070	-1.730	16.714	143.000	
11.075	-1.630	17.303	133.000	
11.080	-1.540	17.368	129.400	
11.085	-1.450	16.809	136.000	
11.090	-1.360	16.356	141.300	
11.095	-1.270	15.765	123.200	
11.100	-1.190	14.542	80.000	
11.105	-1.120	13.315	71.800	
11.110	-1.050	12.248	68.000	
11.115	-0.980	10.668	29.700	
11.120	-0.930	8.938	15.700	
11.125	-0.890	7.611	9.900	
11.130	-0.850	6.109	-24.600	
11.135	-0.820	4.312	-25.300	
11.140	-0.800	2.848	-32.800	
11.145	-0.780	1.427	-75.000	
11.150	-0.780	-0.352	-80.200	
11.155	-0.780	-1.800	-77.400	
11.160	-0.790	-2.786	-90.700	
11.165	-0.800	-4.019	-76.500	
11.170	-0.820	-5.184	-71.000	
11.175	-0.840	-5.726	-80.000	
11.180	-0.870	-6.215	-67.800	
11.185	-0.900	-6.722	-86.400	
11.190	-0.930	-6.580	-93.500	
11.195	-0.950	-6.211	-87.200	
11.200	-0.980	-6.197	-97.100	
11.205	-1.010	-5.911	-85.700	
11.210	-1.030	-5.168	-71.200	
11.215	-1.050	-4.642	-66.700	
11.220	-1.070	-4.115	-73.900	
11.225	-1.080	-3.228	-78.100	
11.230	-1.090	-2.723	-65.000	
11.235	-1.100	-2.762	-56.500	
11.240	-1.110	-2.581	-62.200	
11.245	-1.110	-2.395	-57.400	
11.250	-1.120	-2.651	-45.100	
11.255	-1.130	-2.725	-34.400	
11.260	-1.140	-2.516	-36.500	
11.265	-1.140	-2.711	-44.500	
11.270	-1.150	-3.002	-54.900	
11.275	-1.160	-2.819	-63.000	
11.280	-1.170	-2.683	-40.900	
11.285	-1.180	-2.718	-23.900	
11.290	-1.190	-2.245	-31.300	
11.295	-1.190	-1.623	-45.400	
11.300	-1.190	-1.494	-60.200	
11.305	-1.200	-1.320	-40.700	
11.310	-1.200	-0.954	-15.700	
11.315	-1.190	-1.024	-36.800	
11.320	-1.190	-1.188	-60.300	
11.325	-1.190	-0.951	-44.200	
11.330	-1.190	-0.898	-33.500	
11.335	-1.190	-1.122	-35.300	
11.340	-1.190	-0.935	-36.600	
11.345	-1.190	-0.653	-46.800	
11.350	-1.190	-0.810	-36.400	
11.355	-1.190	-0.758	-28.200	
11.360	-1.190	-0.324	-31.900	
11.365	-1.180	-0.239	-32.400	
11.370	-1.180	-0.210	-46.500	
11.375	-1.170	0.272	-53.000	
11.380	-1.160	0.525	-42.200	
11.385	-1.160	0.386	-12.700	
11.390	-1.150	0.557	-4.200	
11.395	-1.140	0.742	-32.000	
11.400	-1.130	0.381	-38.800	
11.405	-1.130	0.066	-41.900	
11.410	-1.120	-0.017	-37.200	
11.415	-1.120	-0.526	-29.800	
11.420	-1.120	-1.081	-44.800	
11.425	-1.120	-1.089	-36.600	
11.430	-1.120	-1.197	-19.700	
11.435	-1.120	-1.615	-20.600	
11.440	-1.120	-1.702	-27.700	
11.445	-1.130	-1.779	-14.900	
11.450	-1.130	-2.300	5.900	
11.455	-1.140	-2.599	-13.200	
11.460	-1.150	-2.519	-29.100	
11.465	-1.150	-2.724	-37.200	
11.470	-1.160	-2.959	-41.900	
11.475	-1.170	-2.740	-31.900	
11.480	-1.180	-2.697	-23.400	
11.485	-1.190	-3.013	-32.200	
11.490	-1.200	-3.011	-41.300	
11.495	-1.210	-2.997	-12.600	
11.500	-1.220	-3.462	1.400	
11.505	-1.230	-3.750	-5.700	
11.510	-1.240	-3.658	-16.200	
11.515	-1.260	-3.863	-15.200	
11.520	-1.270	-4.134	8.100	
11.525	-1.280	-3.963	-26.800	
11.530	-1.300	-3.930	-44.100	
11.535	-1.310	-4.189	-4.800	
11.540	-1.330	-4.046	-25.500	
11.545	-1.340	-3.785	-42.600	
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				#3 Post-Exercise Heartrate 
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
